name	ko	family	lv2des
PN1CE|k141_245517_1	K00558	Siphoviridae	Amino acid metabolism
PN1RH|k141_2022448	K00558	Unclassified	Amino acid metabolism
PN5CD|k141_75811	K00558	Siphoviridae	Amino acid metabolism
PN1RE|k141_1783984	K06167	Siphoviridae	Metabolism of other amino acids
PN16RN|k141_891094	K00390	Myoviridae	Energy metabolism
PN13RH|k141_1685921	K00657	Siphoviridae	Amino acid metabolism
PN11RE|k141_2032092_1	K02433	Unclassified	Translation
PN1RK|k141_2279736	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN2RF|k141_421857	K17398	Siphoviridae	Amino acid metabolism
PN13RL|k141_1241980	K06167	Quimbyviridae	Metabolism of other amino acids
J1365|NODE_21_1	K00558	Siphoviridae	Amino acid metabolism
J1365|NODE_21_1	K06167	Siphoviridae	Metabolism of other amino acids
PN3CA|k141_48453_1	K00390	Myoviridae	Energy metabolism
PN3CA|k141_48453_1	K00390	Myoviridae	Energy metabolism
PN1RD|k141_1664521	K00390	Siphoviridae	Energy metabolism
PN1RL|k141_615930	K06167	Unclassified	Metabolism of other amino acids
PN5IC|k141_36795	K01495	Siphoviridae	Metabolism of cofactors and vitamins
PN5IC|k141_36795	K10026	Siphoviridae	Metabolism of cofactors and vitamins
PN5IC|k141_36795	K01737	Siphoviridae	Metabolism of cofactors and vitamins
PN5IC|k141_36795	K06920	Siphoviridae	Metabolism of cofactors and vitamins
PN5IC|k141_36795	K00390	Siphoviridae	Energy metabolism
J1034|NODE_10_1	K00558	Siphoviridae	Amino acid metabolism
PN5RE|k141_610336_fragment_1	K01464	Unclassified	Nucleotide metabolism
PN6RQ|k141_297870	K00558	Siphoviridae	Amino acid metabolism
PN2CH|k141_1773512	K00789	Unclassified	Amino acid metabolism
PN13RO|k141_1654455	K17398	Siphoviridae	Amino acid metabolism
PN4RE|k141_789772	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN4RE|k141_789772	K00390	Siphoviridae	Energy metabolism
PN1GC|k141_298273	K00390	Siphoviridae	Energy metabolism
PN1GC|k141_298273	K00558	Siphoviridae	Amino acid metabolism
PN1GC|k141_298273	K00558	Siphoviridae	Amino acid metabolism
PN1LK|k141_136466	K00558	Unclassified	Amino acid metabolism
PN1RL|k141_2264280	K00390	Siphoviridae	Energy metabolism
PN13RE|k141_1196850	K03148	Unclassified	Metabolism of cofactors and vitamins
PN5CB|k141_351246_1	K00390	Siphoviridae	Energy metabolism
CH1|NODE_16_1	K00558	Siphoviridae	Amino acid metabolism
R5|NODE_11_1	K00789	Siphoviridae	Amino acid metabolism
PN7RF|k141_864757	K00558	Unclassified	Amino acid metabolism
PN7RF|k141_864757	K00558	Unclassified	Amino acid metabolism
PN7RF|k141_864757	K00390	Unclassified	Energy metabolism
PN14RM|k141_1121379	K00558	Unclassified	Amino acid metabolism
PN14RM|k141_1121379	K00558	Unclassified	Amino acid metabolism
PN14RM|k141_1121379	K00558	Unclassified	Amino acid metabolism
PN2CJ|k141_1883743	K17398	Siphoviridae	Amino acid metabolism
PN12RA|k141_1658868	K01176	Siphoviridae	Carbohydrate metabolism
PN1RH|k141_1269626	K00558	Siphoviridae	Amino acid metabolism
PN14RQ|k141_967780	K06167	Unclassified	Metabolism of other amino acids
J342|NODE_32	K01442	Unclassified	Lipid metabolism
PN14RP|k141_27912_fragment_1	K00558	Unclassified	Amino acid metabolism
PN14RP|k141_27912_fragment_1	K00558	Unclassified	Amino acid metabolism
PN14RP|k141_27912_fragment_1	K04034	Unclassified	Metabolism of cofactors and vitamins
PN7RT|k141_1276693	K00390	Unclassified	Energy metabolism
PN1LJ|k141_633328	K00390	Unclassified	Energy metabolism
PN6RF|k141_1687758	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN13RT|k141_1423307	K00390	Siphoviridae	Energy metabolism
PN1RE|k141_832392	K01491	Siphoviridae	Energy metabolism
PN1RE|k141_832392	K00287	Siphoviridae	Metabolism of cofactors and vitamins
PN14RI|k141_1667384	K00600	Siphoviridae	Carbohydrate metabolism
PN6RA|k141_580130	K03273	Siphoviridae	Glycan biosynthesis and metabolism
XR16|NODE_53_1	K02847	Siphoviridae	Glycan biosynthesis and metabolism
PN2LF|k141_457746	K00558	Unclassified	Amino acid metabolism
PN2LF|k141_457746	K08679	Unclassified	Carbohydrate metabolism
PN2JF|k141_70678	K06041	Myoviridae	Glycan biosynthesis and metabolism
PN2JF|k141_70678	K23144	Myoviridae	Carbohydrate metabolism
PN2JF|k141_70678	K00287	Myoviridae	Metabolism of cofactors and vitamins
PN2JF|k141_70678	K01626	Myoviridae	Amino acid metabolism
PN13RJ|k141_1907408	K00558	Flandersviridae	Amino acid metabolism
PN11RI|k141_217654	K00012	Unclassified	Carbohydrate metabolism
PN16RV|k141_928167	K00558	Unclassified	Amino acid metabolism
PN12RJ|k141_396806	K01771	Unclassified	Carbohydrate metabolism
PN1RC|k141_807013_1	K00558	Unclassified	Amino acid metabolism
PN6RC|k141_2327615	K00789	Myoviridae	Amino acid metabolism
PN6RC|k141_2327615	K00568	Myoviridae	Metabolism of cofactors and vitamins
PN1RL|k141_285570	K00558	Siphoviridae	Amino acid metabolism
PN8RA|k141_1396415	K09882	Unclassified	Metabolism of cofactors and vitamins
PN7RF|k141_1185523	K00390	Unclassified	Energy metabolism
PN5LH|k141_262130	K00558	Siphoviridae	Amino acid metabolism
PN5LH|k141_262130	K00558	Siphoviridae	Amino acid metabolism
PN14RS|k141_1093157	K00558	Siphoviridae	Amino acid metabolism
PN3LG|k141_649569	K01758	Myoviridae	Amino acid metabolism
PN12RD|k141_725807	K17398	Unclassified	Amino acid metabolism
PN9RK|k141_57792	K00390	Myoviridae	Energy metabolism
PN6RJ|k141_301791	K00558	Siphoviridae	Amino acid metabolism
PN6RJ|k141_301791	K00558	Siphoviridae	Amino acid metabolism
PN5RG|k141_343877	K01771	Podoviridae_crAss-like	Carbohydrate metabolism
PN5RG|k141_343877	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN14RG|k141_54633	K01495	Myoviridae	Metabolism of cofactors and vitamins
PN14RG|k141_54633	K06920	Myoviridae	Metabolism of cofactors and vitamins
PN14RG|k141_54633	K10026	Myoviridae	Metabolism of cofactors and vitamins
PN14RG|k141_54633	K01737	Myoviridae	Metabolism of cofactors and vitamins
PN15RK|k141_597397	K00390	Myoviridae	Energy metabolism
K178|NODE_1_1	K00640	Myoviridae	Energy metabolism
PN13RS|k141_1935103	K00789	Siphoviridae	Amino acid metabolism
PN13RS|k141_1935103	K00558	Siphoviridae	Amino acid metabolism
PN4RC|k141_1114478	K01734	Podoviridae_crAss-like	Carbohydrate metabolism
PN4RC|k141_1114478	K01734	Podoviridae_crAss-like	Carbohydrate metabolism
PN4RC|k141_1114478	K01734	Podoviridae_crAss-like	Carbohydrate metabolism
PN12RD|k141_1661800	K01491	Unclassified	Energy metabolism
PN5LE|k141_25981	K00558	Siphoviridae	Amino acid metabolism
PN11RE|k141_1867749	K00558	Siphoviridae	Amino acid metabolism
PN6RD|k141_82769	K00558	Siphoviridae	Amino acid metabolism
PN6RD|k141_82769	K00789	Siphoviridae	Amino acid metabolism
PN13RI|k141_239335	K00558	Unclassified	Amino acid metabolism
PN16RV|k141_1536489	K06167	Unclassified	Metabolism of other amino acids
PN5RA|k141_1153601	K06167	Unclassified	Metabolism of other amino acids
PN1RI|k141_1359612	K17398	Unclassified	Amino acid metabolism
Q21|NODE_15	K00558	Siphoviridae	Amino acid metabolism
PN5CG|k141_69877	K00558	Myoviridae	Amino acid metabolism
PN5CG|k141_69877	K20170	Myoviridae	Metabolism of cofactors and vitamins
PN3LA|k141_277661	K00287	Myoviridae	Metabolism of cofactors and vitamins
PN3LA|k141_277661	K01939	Myoviridae	Nucleotide metabolism
PN3LA|k141_277661	K08281	Myoviridae	Metabolism of cofactors and vitamins
PN3LA|k141_277661	K13522	Myoviridae	Metabolism of cofactors and vitamins
PN3LA|k141_277661	K01916	Myoviridae	Metabolism of cofactors and vitamins
PN16RV|k141_1547995	K00558	Quimbyviridae	Amino acid metabolism
PN5RB|k141_401499	K00390	Siphoviridae	Energy metabolism
PN8RK|k141_348541	K06167	Unclassified	Metabolism of other amino acids
PN8RK|k141_348541	K00558	Unclassified	Amino acid metabolism
PN2CG|k141_2061975	K01491	Siphoviridae	Energy metabolism
PN9RC|k141_1866898	K00600	Unclassified	Carbohydrate metabolism
PN9RC|k141_1866898	K00600	Unclassified	Carbohydrate metabolism
PN9RC|k141_1866898	K04487	Unclassified	Metabolism of cofactors and vitamins
PN9RC|k141_1866898	K00390	Unclassified	Energy metabolism
PN13RM|k141_130381_1	K00789	Siphoviridae	Amino acid metabolism
PN1GJ|k141_58457	K00619	Podoviridae_crAss-like	Amino acid metabolism
PN1GJ|k141_58457	K01771	Podoviridae_crAss-like	Carbohydrate metabolism
PN1GJ|k141_58457	K03148	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN5RC|k141_58417	K00558	Unclassified	Amino acid metabolism
PN9RK|k141_515468	K01854	Siphoviridae	Carbohydrate metabolism
PN9RK|k141_515468	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN1CK|k141_935670	K00558	Podoviridae_crAss-like	Amino acid metabolism
PN1CK|k141_935670	K00558	Podoviridae_crAss-like	Amino acid metabolism
PN15RG|k141_820932	K00287	Siphoviridae	Metabolism of cofactors and vitamins
PN15RG|k141_820932	K01176	Siphoviridae	Carbohydrate metabolism
PN1RL|k141_1974028	K23144	Siphoviridae	Carbohydrate metabolism
PN11RI|k141_588403	K00390	Siphoviridae	Energy metabolism
PN12RC|k141_291080	K01442	Unclassified	Lipid metabolism
PN2GC|k141_301286_1	K03183	Siphoviridae	Metabolism of cofactors and vitamins
J1364|NODE_14_1	K00287	Siphoviridae	Metabolism of cofactors and vitamins
PN3LB|k141_348410	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN15RO|k141_58962	K01176	Siphoviridae	Carbohydrate metabolism
PN15RO|k141_58962	K00390	Siphoviridae	Energy metabolism
PN15RO|k141_58962	K00558	Siphoviridae	Amino acid metabolism
PN16RL|k141_1778865	K00558	Myoviridae	Amino acid metabolism
PN5LE|k141_356659_1	K00390	Siphoviridae	Energy metabolism
PN5LE|k141_356659_1	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN5RH|k141_728164	K01696	Unclassified	Amino acid metabolism
PN12RJ|k141_38334	K00789	Unclassified	Amino acid metabolism
PN15RO|k141_408587	K01771	Podoviridae_crAss-like	Carbohydrate metabolism
PN15RO|k141_408587	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN1CI|k141_191675	K00287	Siphoviridae	Metabolism of cofactors and vitamins
PN1CI|k141_191675	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN1CI|k141_191675	K01916	Siphoviridae	Metabolism of cofactors and vitamins
PN14RF|k141_499862_1	K20811	Siphoviridae	Carbohydrate metabolism
PN4RE|k141_106470	K00390	Siphoviridae	Energy metabolism
PN1JH|k141_50316	K03273	Podoviridae_crAss-like	Glycan biosynthesis and metabolism
PN1JH|k141_50316	K01734	Podoviridae_crAss-like	Carbohydrate metabolism
PN1JH|k141_50316	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN15RC|k141_611370	K06167	Unclassified	Metabolism of other amino acids
PN15RC|k141_611370	K00390	Unclassified	Energy metabolism
PN13RR|k141_649571	K00789	Siphoviridae	Amino acid metabolism
PN13RR|k141_649571	K00558	Siphoviridae	Amino acid metabolism
PN11RG|k141_1412603	K00390	Quimbyviridae	Energy metabolism
PN2CC|k141_88200	K01491	Unclassified	Energy metabolism
PN2CC|k141_88200	K17487	Unclassified	Metabolism of cofactors and vitamins
PN13RK|k141_2001122	K01734	Podoviridae_crAss-like	Carbohydrate metabolism
PN13RK|k141_2001122	K03273	Podoviridae_crAss-like	Glycan biosynthesis and metabolism
PN13RK|k141_2001122	K01771	Podoviridae_crAss-like	Carbohydrate metabolism
PN13RK|k141_2001122	K00820	Podoviridae_crAss-like	Carbohydrate metabolism
PN5CH|k141_31305	K00558	Siphoviridae	Amino acid metabolism
PN5CH|k141_31305	K01491	Siphoviridae	Energy metabolism
PN10RF|k141_1253203_1	K00705	Myoviridae	Carbohydrate metabolism
PN10RF|k141_1253203_1	K17398	Myoviridae	Amino acid metabolism
PN13RB|k141_943365	K00558	Flandersviridae	Amino acid metabolism
PN1CG|k141_348854	K00558	Flandersviridae	Amino acid metabolism
PN3CF|k141_2213597	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN3CF|k141_2213597	K01916	Siphoviridae	Metabolism of cofactors and vitamins
PN3CF|k141_2213597	K03462	Siphoviridae	Metabolism of cofactors and vitamins
PN3CF|k141_2213597	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN3CF|k141_2213597	K00558	Siphoviridae	Amino acid metabolism
PN3CF|k141_2213597	K17398	Siphoviridae	Amino acid metabolism
PN13RD|k141_638440	K06167	Siphoviridae	Metabolism of other amino acids
PN15RK|k141_1567929	K01953	Unclassified	Amino acid metabolism
PN16RE|k141_587272	K00390	Unclassified	Energy metabolism
PN3CF|k141_1125739	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN3CF|k141_1125739	K21029	Siphoviridae	"Folding, sorting and degradation"
PN8RB|k141_1535383	K01939	Unclassified	Nucleotide metabolism
PN14RT|k141_540033	K00390	Siphoviridae	Energy metabolism
PN14RT|k141_540033	K00558	Siphoviridae	Amino acid metabolism
PN8RG|k141_479921	K00789	Unclassified	Amino acid metabolism
PN1CI|k141_168769	K03273	Podoviridae_crAss-like	Glycan biosynthesis and metabolism
PN1CI|k141_168769	K03462	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN5LA|k141_310390	K00789	Siphoviridae	Amino acid metabolism
PN5LA|k141_310390	K00558	Siphoviridae	Amino acid metabolism
PN10RC|k141_1230677	K01491	Siphoviridae	Energy metabolism
PN3LG|k141_766792	K04487	Unclassified	Metabolism of cofactors and vitamins
PN3LG|k141_766792	K00390	Unclassified	Energy metabolism
PN5RB|k141_390097_1	K00558	Siphoviridae	Amino acid metabolism
PN5RB|k141_390097_1	K00558	Siphoviridae	Amino acid metabolism
H124|NODE_4_1	K00789	Siphoviridae	Amino acid metabolism
H124|NODE_4_1	K00558	Siphoviridae	Amino acid metabolism
PN16RN|k141_987472	K00558	Siphoviridae	Amino acid metabolism
PN10RH|k141_1500470	K00558	Siphoviridae	Amino acid metabolism
PN1RD|k141_49004	K00558	Unclassified	Amino acid metabolism
PN7RT|k141_1908550	K00390	Unclassified	Energy metabolism
PN16RA|k141_632015	K00558	Siphoviridae	Amino acid metabolism
PN3RG|k141_510562_1	K08744	Myoviridae	Lipid metabolism
PN5RB|k141_675539	K21029	Unclassified	"Folding, sorting and degradation"
PN5RB|k141_675539	K01243	Unclassified	Amino acid metabolism
PN10RI|k141_1372871	K06167	Siphoviridae	Metabolism of other amino acids
PN10RI|k141_1372871	K00558	Siphoviridae	Amino acid metabolism
PN3GA|k141_2240_1	K00558	Unclassified	Amino acid metabolism
PN1CG|k141_972733	K03148	Unclassified	Metabolism of cofactors and vitamins
PN1LG|k141_573662	K00558	Quimbyviridae	Amino acid metabolism
PN1LG|k141_573662	K03273	Quimbyviridae	Glycan biosynthesis and metabolism
PN3RE|k141_427400	K09882	Unclassified	Metabolism of cofactors and vitamins
PN3RE|k141_427400	K01854	Unclassified	Carbohydrate metabolism
PN16RF|k141_777168	K01270	Unclassified	Metabolism of other amino acids
PN8RL|k141_1019412	K00390	Siphoviridae	Energy metabolism
PN8RL|k141_1019412	K00390	Siphoviridae	Energy metabolism
PN8RL|k141_1019412	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN15RA|k141_183722	K00287	Siphoviridae	Metabolism of cofactors and vitamins
PN5RE|k141_78330_1	K00558	Siphoviridae	Amino acid metabolism
PN8RO|k141_1197522	K00558	Siphoviridae	Amino acid metabolism
PN11RJ|k141_1318145	K00789	Unclassified	Amino acid metabolism
PN11RJ|k141_1318145	K00558	Unclassified	Amino acid metabolism
PN11RJ|k141_1318145	K00558	Unclassified	Amino acid metabolism
PN7RM|k141_1311586	K09882	Unclassified	Metabolism of cofactors and vitamins
PN7RM|k141_1311586	K00012	Unclassified	Carbohydrate metabolism
PN3CA|k141_1833337	K08679	Unclassified	Carbohydrate metabolism
PN6RM|k141_1871846_1	K02626	Unclassified	Amino acid metabolism
PN6RM|k141_1871846_1	K00390	Unclassified	Energy metabolism
PN16RE|k141_629306	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN12RD|k141_742720	K02536	Unclassified	Glycan biosynthesis and metabolism
PN10RL|k141_1424738	K00558	Podoviridae_crAss-like	Amino acid metabolism
PN10RL|k141_1424738	K01784	Podoviridae_crAss-like	Carbohydrate metabolism
PN10RL|k141_1424738	K01771	Podoviridae_crAss-like	Carbohydrate metabolism
PN10RL|k141_1424738	K08310	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN10RL|k141_1424738	K03273	Podoviridae_crAss-like	Glycan biosynthesis and metabolism
PN3RH|k141_461856	K00789	Myoviridae	Amino acid metabolism
PN3RH|k141_461856	K00390	Myoviridae	Energy metabolism
PN13RT|k141_632115	K00558	Unclassified	Amino acid metabolism
PN12RC|k141_21965_1	K00390	Siphoviridae	Energy metabolism
PN12RC|k141_21965_1	K00789	Siphoviridae	Amino acid metabolism
PN7RI|k141_1242696	K00059	Siphoviridae	Lipid metabolism
PN1RA|k141_1930406	K00558	Unclassified	Amino acid metabolism
PN1RD|k141_713435	K01771	Podoviridae_crAss-like	Carbohydrate metabolism
PN1RD|k141_713435	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN1RA|k141_2858575	K00558	Siphoviridae	Amino acid metabolism
PN2CE|k141_254707	K00558	Unclassified	Amino acid metabolism
PN11RN|k141_194348	K00558	Siphoviridae	Amino acid metabolism
PN1RH|k141_2369371	K00600	Unclassified	Carbohydrate metabolism
PN3LH|k141_708116	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN16RV|k141_1830654	K00390	Unclassified	Energy metabolism
PN16RD|k141_393367	K03273	Quimbyviridae	Glycan biosynthesis and metabolism
PN16RD|k141_393367	K00558	Quimbyviridae	Amino acid metabolism
PN1CL|k141_381422	K00390	Siphoviridae	Energy metabolism
PN1CL|k141_381422	K00558	Siphoviridae	Amino acid metabolism
PN1CL|k141_381422	K00789	Siphoviridae	Amino acid metabolism
PN1CL|k141_381422	K00558	Siphoviridae	Amino acid metabolism
PN1CL|k141_381422	K00558	Siphoviridae	Amino acid metabolism
PN14RS|k141_197223	K00558	Siphoviridae	Amino acid metabolism
PN14RS|k141_197223	K00789	Siphoviridae	Amino acid metabolism
PN14RS|k141_197223	K00558	Siphoviridae	Amino acid metabolism
PN3RE|k141_393759	K00390	Siphoviridae	Energy metabolism
PN3RE|k141_393759	K00558	Siphoviridae	Amino acid metabolism
PN5LA|k141_64767	K00558	Unclassified	Amino acid metabolism
PN2LI|k141_630173	K00390	Unclassified	Energy metabolism
PN13RN|k141_1230127	K01784	Unclassified	Carbohydrate metabolism
PN5DD|k141_17689	K00568	Siphoviridae	Metabolism of cofactors and vitamins
PN13RN|k141_1966076	K00390	Unclassified	Energy metabolism
PN1CD|k141_705215	K06211	Siphoviridae	Metabolism of cofactors and vitamins
PN9RI|k141_1200278	K00390	Unclassified	Energy metabolism
PN9RI|k141_1200278	K00558	Unclassified	Amino acid metabolism
PN9RI|k141_1200278	K09883	Unclassified	Metabolism of cofactors and vitamins
PN9RI|k141_1200278	K09882	Unclassified	Metabolism of cofactors and vitamins
PN12RB|k141_1365434_1	K00558	Myoviridae	Amino acid metabolism
PN12RB|k141_1365434_1	K00390	Myoviridae	Energy metabolism
PN7RL|k141_208686_1	K01270	Unclassified	Metabolism of other amino acids
PN7RL|k141_208686_1	K01270	Unclassified	Metabolism of other amino acids
PN3CB|k141_1559019	K10536	Unclassified	Amino acid metabolism
PN1JH|k141_38186	K06167	Unclassified	Metabolism of other amino acids
PN8RC|k141_1126715	K00558	Unclassified	Amino acid metabolism
PN5LE|k141_456910_1	K00558	Unclassified	Amino acid metabolism
PN14RQ|k141_1541293	K22227	Siphoviridae	Metabolism of cofactors and vitamins
PN11RJ|k141_2121391_1	K00390	Siphoviridae	Energy metabolism
PN13RT|k141_870770_1	K00558	Unclassified	Amino acid metabolism
PN13RT|k141_870770_1	K00558	Unclassified	Amino acid metabolism
PN5RB|k141_459111	K00600	Siphoviridae	Carbohydrate metabolism
PN5RB|k141_459111	K17398	Siphoviridae	Amino acid metabolism
PN5RB|k141_459111	K00390	Siphoviridae	Energy metabolism
PN1CC|k141_985418	K00320	Siphoviridae	Energy metabolism
