DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	completeness
PN3RD_k141_1208011	60.79
PN3RH_k141_410078	53.32
PN6RL_k141_1526858	74.28
PN6RR_k141_511677	73.71
PN7RE_k141_1152214	100
PN7RF_k141_1457483	95.75
PN7RF_k141_2081948	100
PN8RD_k141_1263295	63.12
PN8RJ_k141_202512	63.31
PN8RM_k141_1402296	63.46
PN14RK_k141_1703826	62.96
PN7RO_k141_956453	67.7
PN3RF_k141_2190729_1	79.45
PN15RO_k141_692759	100
PN8RL_k141_513500	54.49
PN14RL_k141_1289130	72.34
PN7RL_k141_1526855	100
PN3CD_k141_751624	57.86
PN15RB_k141_99409	83.32
PN1CI_k141_272569	100
PN13RI_k141_808834	52.07
PN7RL_k141_476843	100
PN1RA_k141_3631952	59.3
PN1RK_k141_1313867	51.06
PN6RG_k141_1870773	100
PN13RO_k141_1109344	96.31
PN13RS_k141_1768585	99.18
PN2RA_k141_714123	61.24
PN4RD_k141_1428589	64.68
PN6RD_k141_82769	50.35
PN7RL_k141_1533864	64.49
PN6RF_k141_1578880	100
PN5CF_k141_87881_1	62.53
PN7RK_k141_770562	87.16
PN8RF_k141_776926	56.85
PN10RK_k141_749922_1	94.11
PN12RH_k141_1089674	81.58
PN14RH_k141_1212727	100
PN14RI_k141_1802893	73.91
PN15RF_k141_659368	70.83
PN1CL_k141_1382563	100
PN6RS_k141_1109345_1	65.88
PN15RA_k141_690190	100
PN3RG_k141_2451182	56.81
PN4RG_k141_23755_1	69.77
PN15RN_k141_148698	77.81
PN15RF_k141_51526	85.13
PN11RK_k141_2794910	100
PN15RB_k141_449501	62.7
PN1LC_k141_1858041	100
PN2CF_k141_1219374	64.18
PN7RD_k141_544359	100
PN8RR_k141_774719	59.91
PN14RF_k141_508137_1	68.08
PN3CF_k141_1092018	100
PN5RF_k141_11874	89.08
PN8RP_k141_285991_1	64.57
PN12RE_k141_1239823	52.95
PN12RJ_k141_1879776	70.77
PN13RI_k141_1635541	53.58
PN15RB_k141_876305	100
PN16RE_k141_1662166	100
PN16RR_k141_1032562_1	76.8
PN1CG_k141_741793	57.89
PN1RE_k141_1324616	57.67
PN3LB_k141_641145	51.95
PN4RE_k141_1514385	100
PN4RH_k141_581717	70.4
PN16RO_k141_1285268	100
PN8RB_k141_179054	58.7
PN1RK_k141_2873625	91.34
PN13RI_k141_1688890	71.53
PN7RQ_k141_49590	100
PN14RE_k141_192792	100
PN8RH_k141_27209	64.89
PN14RK_k141_1291881	53.99
PN1RI_k141_550573	100
PN5RA_k141_76159	55
PN5RB_k141_401499	80.06
PN1RA_k141_1568182_1	85.21
PN5LG_k141_657097_1	100
PN12RH_k141_1027571	50.11
PN13RQ_k141_2216408	100
PN13RT_k141_559609	82.31
PN14RO_k141_442768	56.14
PN15RC_k141_795150	72.98
PN16RE_k141_53512	62.98
PN16RJ_k141_969914	100
PN1CD_k141_20943	75.72
PN1JE_k141_186301	57.84
PN1LI_k141_1145864	97.97
PN1RA_k141_3469210_1	56.84
PN1RI_k141_604014	67.73
PN1RJ_k141_1761560	69.13
PN2CG_k141_2139578	100
PN2CJ_k141_1580689	71.19
PN3LE_k141_2046092	61.14
PN3RC_k141_1393931	100
PN3RG_k141_2159572	62.9
PN5LF_k141_527213	84.13
PN5LG_k141_249286	54.5
PN7RG_k141_78444_1	100
PN7RM_k141_545628	100
PN7RO_k141_1253460	57.41
PN7RO_k141_1457201	59.18
PN8RQ_k141_368025	96.72
PN1RL_k141_1467362	56.54
PN8RM_k141_32138	51.5
PN8RK_k141_1176527	77.75
PN5RH_k141_149101_1	78.21
PN2RI_k141_827204	79.19
PN1RL_k141_1361634	100
PN3LF_k141_1497737	88.96
PN5LC_k141_395738	86.42
PN15RF_k141_1197651	100
PN14RK_k141_1251795	83.3
PN1RK_k141_1479116	65.21
PN15RK_k141_1567929	100
PN10RG_k141_343386	53.94
PN10RI_k141_814912	55.67
PN10RK_k141_946139	55.95
PN10RM_k141_758962_1	70.1
PN10RQ_k141_1732827	100
PN10RT_k141_1566078_1	58.83
PN10RT_k141_627842	66.97
PN11RI_k141_1174840_1	50.72
PN12RA_k141_1267576_1	100
PN12RD_k141_578177	90.89
PN12RD_k141_908083	50.5
PN13RD_k141_825431	51.14
PN13RO_k141_844036	61.85
PN13RP_k141_1012584	65.72
PN13RP_k141_1994747	100
PN13RT_k141_1345590	94.7
PN13RU_k141_1641138	100
PN14RD_k141_559456	56.57
PN14RI_k141_635347	60.74
PN14RJ_k141_178742_1	94.12
PN14RM_k141_145001	57.73
PN14RQ_k141_588916	69.52
PN14RQ_k141_814726	66.6
PN14RQ_k141_907102	57.35
PN15RI_k141_209528	98.42
PN15RJ_k141_1041068	88.83
PN15RK_k141_45472	54.94
PN16RE_k141_1616396	51.98
PN16RG_k141_440437_1	74.9
PN16RR_k141_153151	68.43
PN16RR_k141_174243	92.07
PN1CA_k141_880260	89.38
PN1CL_k141_1114904	74.39
PN1DL_k141_177306	56.7
PN1JE_k141_264971	56.74
PN1LG_k141_213698	73.68
PN1LG_k141_22600	50.96
PN1LJ_k141_745768	92
PN1RB_k141_560292	74.95
PN1RF_k141_244601	77.3
PN1RH_k141_1146891	91.18
PN1RH_k141_2974811	98.01
PN1RI_k141_1291809	56.69
PN1RI_k141_1657877	67.67
PN1RK_k141_1956812	100
PN1RK_k141_3062599	59.3
PN2CC_k141_473696	73.34
PN2CG_k141_65677	57.54
PN2LB_k141_1530478	100
PN2LD_k141_829866	61.79
PN2RA_k141_1476851	66.03
PN2RF_k141_2680614	86.29
PN3CB_k141_1170767	94.03
PN3CF_k141_1443213	89.79
PN3JG_k141_156626	76.05
PN3LA_k141_341367	100
PN3LA_k141_976335	100
PN3RB_k141_1557620	56.98
PN4RB_k141_1017248	62.65
PN4RD_k141_920750_1	89.2
PN4RE_k141_64098	74.94
PN5RC_k141_446336	96.46
PN5RH_k141_439104_fragment_1	53.3
PN7RE_k141_353624	50.2
PN7RF_k141_311617	71.36
PN7RI_k141_1461684	58.55
PN7RM_k141_1498589	89.47
PN7RN_k141_138511	93.14
PN7RQ_k141_1565900_1	100
PN7RV_k141_88131	86.41
PN8RC_k141_43768	79.87
PN8RE_k141_826452	100
PN8RF_k141_527455	100
PN8RO_k141_784227	100
PN8RS_k141_318943	51.38
PN3RA_k141_626468_1	93.21
PN16RH_k141_172066	63.62
PN8RB_k141_1260078	100
PN10RA_k141_1484025	100
PN14RO_k141_1370082_1	58.17
PN7RI_k141_1272830	100
PN1CJ_k141_312228_1	80.59
PN6RL_k141_1908745	97.06
PN13RK_k141_1649131	100
PN12RE_k141_632466	63.5
PN8RH_k141_47481	54.71
PN1RE_k141_1501340	100
PN1RE_k141_128865	63.03
PN14RJ_k141_539955	53.11
PN11RO_k141_572382_1	92.09
PN13RQ_k141_1146134	52.52
PN5CC_k141_429770_1	55.43
PN13RT_k141_472063	63.54
PN6RP_k141_1133524	54.76
PN1RH_k141_1726861	85.89
PN14RB_k141_1425372	100
PN14RI_k141_2278295	86.31
PN8RS_k141_543417	100
PN10RP_k141_498479	79.9
PN13RI_k141_1211086	97.16
PN15RI_k141_265793	54.7
PN15RA_k141_451885	100
PN16RH_k141_1481365_1	86.93
PN16RR_k141_104193	100
PN5LE_k141_452297_1	60.33
PN3CA_k141_1958365	66.5
PN10RB_k141_1529284	66.55
PN10RM_k141_961012	57.99
PN10RQ_k141_326521_1	81.68
PN10RS_k141_1151670	55.72
PN11RE_k141_926223	53.49
PN11RN_k141_194348	61.61
PN13RN_k141_936556	78
PN14RN_k141_1050637	77.91
PN14RQ_k141_1389463	55.87
PN16RS_k141_1158073	100
PN16RV_k141_1322810	100
PN16RV_k141_837794	50.61
PN1CA_k141_1859062	100
PN1GH_k141_193600_1	100
PN1LH_k141_441624	69.86
PN1RC_k141_371890_1	63.81
PN1RE_k141_1501712	91.5
PN1RE_k141_738795	57.29
PN1RI_k141_417693	91.82
PN5CC_k141_130778_1	100
PN5LG_k141_530717_1	99.26
PN6RA_k141_575743	66.7
PN6RQ_k141_140361	62.89
PN7RP_k141_157353	100
PN8RL_k141_241963	100
PN8RL_k141_747767	85.4
PN7RQ_k141_1108603	100
PN9RJ_k141_1158481_1	100
PN7RF_k141_685428	57.73
PN6RN_k141_797242	56.08
PN5RC_k141_274662	55.4
PN14RP_k141_267546	88.03
PN1CG_k141_598443	100
PN6RQ_k141_262381	58.84
PN7RL_k141_754148	61.83
PN14RK_k141_915315	50.17
PN3LF_k141_1635400	100
PN1RL_k141_1851892	58.4
PN3DG_k141_423457	51.39
PN1GE_k141_333382	100
PN3GF_k141_339617	63.68
PN1RG_k141_184566	93.05
PN3CD_k141_1092111	55.82
PN3GA_k141_2240_1	99.64
PN16RQ_k141_680520	70.09
PN4RG_k141_1577665	100
PN7RL_k141_1329037	71.8
K341_NODE_3	100
PN14RH_k141_453802	56.82
PN16RE_k141_425968	50.82
PN16RR_k141_1208072	84.02
PN1RD_k141_869723	95.5
PN2RG_k141_519074	100
PN3DG_k141_169811	90.11
PN1IE_k141_50845	100
PN1RA_k141_2858575	100
J387_NODE_3_1	84.97
J387_NODE_6_1	56.53
J387_NODE_6_2	71.86
J410_NODE_23_1	76.53
J941_NODE_6_1	100
PN10RA_k141_1284911	66.22
PN10RB_k141_341402	59.66
PN10RH_k141_514038	83.04
PN10RP_k141_1067154	100
PN10RR_k141_1453844_1	89.83
PN10RR_k141_1986018	100
PN11RG_k141_1695438_1	100
PN11RG_k141_2197247_1	93.83
PN11RO_k141_1995310	100
PN12RB_k141_1416076	81.45
PN12RC_k141_829982	93.34
PN13RG_k141_129501	67.73
PN14RR_k141_776360	91.42
PN15RE_k141_184213	69.91
PN16RA_k141_96626	51.15
PN16RO_k141_1790240	100
PN16RV_k141_1016954	95.42
PN1LI_k141_600010	66.37
PN1RC_k141_3063939	70.51
PN1RH_k141_1265868	100
PN1RJ_k141_779046	53.25
PN1RL_k141_2085041	67.51
PN2CI_k141_2841188	100
PN2CJ_k141_2206770	56.56
PN2CJ_k141_369982	100
PN2JD_k141_466185	55.43
PN2LF_k141_428003	100
PN2RG_k141_1064072	100
PN3CD_k141_427670	55.81
PN3CD_k141_453478	59.7
PN3CF_k141_1207051	56.43
PN3DG_k141_16222	60
PN3IE_k141_7800	100
PN3JF_k141_113763	65.09
PN3LA_k141_555118	57.19
PN3LA_k141_75698	55.44
PN3LD_k141_1466147	91.77
PN3LE_k141_1513423	100
PN3LF_k141_1572123	56.01
PN3LH_k141_515555	56.93
PN4RA_k141_789852	74.55
PN4RC_k141_147302	51.63
PN4RH_k141_1234054	92.36
PN5IA_k141_113461	59.49
PN5IA_k141_273294	100
PN5ID_k141_44018	56.59
PN5JC_k141_56590	52.74
PN5RF_k141_153464_1	93.65
PN6RA_k141_420461	66.64
PN6RB_k141_976634	74.9
PN7RK_k141_1126754	100
PN7RL_k141_1035018	100
PN7RU_k141_1418792	56.92
PN8RA_k141_174175	66.67
PN8RE_k141_656985	69.36
PN8RS_k141_903955	78.24
PN9RB_k141_1553387_1	55.69
PN9RB_k141_818324_1	87.91
PN16RJ_k141_499423	100
PN6RF_k141_1411946	51.5
PN5CC_k141_291263	100
PN13RS_k141_226756	62.41
PN15RE_k141_903256	95.25
PN2RH_k141_2313065	86.77
PN3LE_k141_2045786	77.39
PN7RK_k141_188788	91.4
PN8RE_k141_319755	96.11
J410_NODE_1_1	100
J387_NODE_1_1	72.19
J387_NODE_2_1	75.11
J410_NODE_10_1	95.8
PN10RP_k141_1270251	91.59
PN1LC_k141_1382353	100
PN3CF_k141_282828	74.37
PN6RP_k141_75466	61.51
PN7RT_k141_2155385	100
PN13RL_k141_1316725	65.48
H139_NODE_1_1	96.92
H139_NODE_8_1	89.96
PN13RN_k141_1628572	56.61
PN13RS_k141_1261307	55.98
PN14RC_k141_751161	77.65
PN1ID_k141_47274	77.68
PN1JE_k141_81247	100
PN3CB_k141_2274868	87.11
PN3GB_k141_280261	100
PN3JF_k141_509063	73.16
PN4RE_k141_1107711	61.55
PN5IE_k141_251984	100
PN15RK_k141_954297	72.8
PN8RM_k141_1301100	67.99
PN1CH_k141_1773662	100
PN16RL_k141_1294275	100
PN3DG_k141_36583	100
H139_NODE_1_2	67.13
PN16RN_k141_987472	60.01
PN3JC_k141_116865	51.26
PN1RL_k141_2027325	90.47
PN3CA_k141_943763	73
PN3RA_k141_1288451	52.62
PN5LA_k141_358361	65.54
PN1CL_k141_356525	100
PN1RC_k141_1493937	69.1
PN10RO_k141_29645_1	76.19
PN12RD_k141_757078	58.44
PN16RF_k141_1498987	51.31
PN1CG_k141_560729	96.73
PN2RJ_k141_1409440	69.25
PN5CA_k141_665320_1	54.51
PN5LA_k141_143549	77.2
PN5RE_k141_85877_1	100
PN9RD_k141_1270114	75.43
PN9RG_k141_1747395	68.19
PN16RK_k141_2225867	92.01
PN5RC_k141_121771_1	66.77
PN5RE_k141_265903_1	71.17
PN8RK_k141_46095	100
PN10RB_k141_452325	75.56
PN1RC_k141_827403_1	85.66
PN1GH_k141_176428	67.05
PN1GH_k141_95236	61.04
PN1GL_k141_76526	51.18
PN3DG_k141_312326	67.55
PN3GD_k141_1036374	100
PN5CA_k141_699432_1	87.56
PN5RC_k141_46791_1	100
PN8RF_k141_713506_1	92.22
PN14RC_k141_676914	89.58
PN8RA_k141_954592_1	100
PN1GE_k141_199392	100
PN15RE_k141_285535	62.54
PN10RR_k141_1321414	60.69
B4_NODE_1_1	100
B4_NODE_23	100
PN16RN_k141_1813443	60.97
J1365_NODE_21_1	100
PN13RB_k141_2096191	100
PN13RT_k141_538000	51.25
PN1RI_k141_50726	57.8
PN3CC_k141_1214130	83.53
CH31_NODE_26_1	89.32
H118_NODE_35_1	68.56
J1005_NODE_3_1	100
J1395_NODE_1_1	93.25
J1395_NODE_7_1	100
J2-2_NODE_10_1	92.05
J2-2_NODE_6_1	54.59
J2-2_NODE_9_1	83.27
J267_NODE_1_1	100
J267_NODE_3_1	100
J352_NODE_3_1	100
J4_NODE_11_1	98.77
J4_NODE_30_1	94.57
J455_NODE_24_1	100
J621_NODE_13_1	91.49
J648_NODE_35_1	60.84
J648_NODE_6_1	82.85
J917_NODE_11_1	98.83
PN11RD_k141_1933372	89.22
PN11RG_k141_301602	61.87
PN11RK_k141_12444	81.59
PN11RK_k141_624990	57.32
PN11RO_k141_1968756_1	79.33
PN11RO_k141_2183258_1	69.39
PN12RC_k141_1064319_1	66.77
PN13RO_k141_735533_1	100
PN16RJ_k141_479347	75.36
PN16RS_k141_213519	100
PN2DB_k141_12658	50.25
PN2DG_k141_3664	50.62
PN2IC_k141_28747	74.16
PN2ID_k141_15155	71.51
PN2IE_k141_47393_1	65.41
PN2JC_k141_59743_1	53.76
PN2JC_k141_94796_1	63.87
PN2JG_k141_75029	53.7
PN3LG_k141_1303050_1	74.17
PN3LG_k141_1318473_1	99.65
PN3LG_k141_1421852_1	74.63
PN4RF_k141_944856	100
PN7RD_k141_256154_1	96.66
PN7RS_k141_366636_1	68.22
PN8RK_k141_452516	54.68
PN8RM_k141_480008	83.79
PN9RB_k141_976188	54.59
R25_NODE_3_1	95.44
PN1RG_k141_132395	75.81
PN1RI_k141_110696_1	99.63
PN13RN_k141_760966_1	85.63
PN2JD_k141_227796	64.66
PN2DB_k141_55403	53.98
PN7RM_k141_704213	72.17
PN1RG_k141_242199_1	100
PN1RE_k141_508243_1	97.48
PN8RP_k141_34486	72.67
PN13RO_k141_831838_1	95.36
J455_NODE_1_1	96.02
PN2JB_k141_15604	100
PN1RE_k141_1450261_1_fragment_2	100
PN11RD_k141_490270_1	75.3
J136_NODE_3_1	99.9
J136_NODE_42	75.51
J455_NODE_20_1	65.13
J160_NODE_13	96.48
J267_NODE_7_1	100
H118_NODE_4_1	98.21
J131_NODE_2_1	100
J131_NODE_6_1	100
J1394_NODE_1_1	100
J1395_NODE_15_1	100
J146_NODE_19_1	93.82
J658_NODE_31_1	75.64
J770_NODE_4_1	100
PN12RC_k141_442457_1	100
PN8RP_k141_153021	67.22
PN9RJ_k141_1760072	53.12
R101_NODE_1_1	100
CH32_NODE_20	86.3
H51_NODE_3_1	96.41
H51_NODE_5_1	95.34
J1001_NODE_3	100
J341_NODE_26_1	50.8
J341_NODE_37_1	68.28
J341_NODE_4_1	93.31
J341_NODE_49	52.51
J355_NODE_7_1	100
J935_NODE_1_1	100
K256_NODE_11_1	87.8
PN13RT_k141_960302	61.34
PN16RJ_k141_1685719	63.23
PN16RV_k141_1490540_1	50.07
PN7RS_k141_1264267	89.71
R106_NODE_7_1	100
H58_NODE_1	90.31
J900_NODE_16	100
R106_NODE_9_1	95.43
H203_NODE_12_1	100
H203_NODE_7_1	71.59
J342_NODE_32	57.3
J396_NODE_1_1	98.84
J852_NODE_8_1	92.37
J900_NODE_12_1	100
PN2IB_k141_142260	98.43
R106_NODE_1_1	94.25
PN12RF_k141_375331	54.32
PN13RL_k141_894047	69.98
PN13RT_k141_1435465	71.58
PN15RL_k141_487197	70.73
PN16RC_k141_127089	66.22
PN16RN_k141_1118934_1	65.09
PN16RR_k141_1219949	71.75
PN1RA_k141_3188773	100
PN1RC_k141_3544079	100
PN2RC_k141_736386_1	98.19
PN3CB_k141_1828410	100
PN3CC_k141_2795435	100
PN3CC_k141_281015	75.66
PN3DG_k141_214365	50.97
PN3LC_k141_2408466	100
PN5CB_k141_694976	50.8
PN5CC_k141_345723	86.83
PN5CF_k141_103124	69.56
PN5CG_k141_517683	60.2
PN5LC_k141_309731	54.44
PN5LG_k141_390291	73.28
PN5LH_k141_462166	100
PN5RE_k141_641551	79.37
PN6RJ_k141_804144	98.42
PN6RL_k141_1865243	58.16
PN6RT_k141_1504231	53.06
PN7RA_k141_649777	86.26
PN8RK_k141_224692	91.71
PN1RK_k141_793089	96.89
PN10RC_k141_1919940	100
PN1LF_k141_845170	82.31
PN8RE_k141_162458	56.88
PN8RM_k141_1480425	56.34
PN8RJ_k141_1190727	100
PN3JG_k141_162283	61.62
PN10RB_k141_1557828	100
J343_NODE_7_1	83.83
PN14RF_k141_626260_1	86.85
PN1RD_k141_1664521	61.8
PN2RI_k141_1226602	57.76
PN5CC_k141_545668	100
PN7RK_k141_405660_1	79.96
PN16RO_k141_694325	100
PN1CI_k141_457194	66.28
PN1CI_k141_865471	100
PN1LJ_k141_560155_1	94.32
PN2CG_k141_2139584	100
PN2LB_k141_1459870	78.6
PN3CF_k141_574060	56.42
PN3RF_k141_1802417	81.28
PN7RC_k141_2002950	84.3
PN1CK_k141_976177	85.83
PN2LG_k141_606895	95.69
PN7RH_k141_34081	79.31
PN13RL_k141_1985951	72.09
PN12RD_k141_1604360	82.2
PN14RG_k141_131567	100
PN15RI_k141_1129580	100
PN16RH_k141_1329068	55.11
PN1DL_k141_36120	78.77
PN1DL_k141_42960	73.3
PN1RD_k141_3415963	72.45
PN3RF_k141_1030374_1	70
PN6RC_k141_2609546	95.14
PN7RD_k141_1330298	100
PN7RR_k141_12933	65.7
PN1CG_k141_474360	96.98
PN8RB_k141_1202647_1	52.68
PN7RO_k141_1487614	73.35
PN13RO_k141_11772	100
PN13RC_k141_460980	100
PN14RD_k141_107776	61.95
PN12RH_k141_357982	100
PN1RB_k141_2670363	100
J383_NODE_14_1	90.03
J383_NODE_16_1	61.44
PN1IE_k141_64726	100
PN8RG_k141_1117579	72.88
PN1GH_k141_181505	100
PN11RF_k141_2022841	100
PN14RF_k141_335703_1	53.91
PN14RJ_k141_807008	54.78
PN16RE_k141_269398_1	62.88
PN1CI_k141_984692	52.24
PN1RA_k141_957391	100
PN2CG_k141_576572_1	51.12
PN3LB_k141_1410604	100
PN3LF_k141_614751	100
PN3LH_k141_1352668_1	58.62
PN3RE_k141_1278199	55.02
PN5RC_k141_486211_1	66.95
PN9RJ_k141_1856759	91.32
PN4RE_k141_784497_1	78.26
PN5LB_k141_576975_1	100
PN5LC_k141_459409_1	78.65
PN5RA_k141_1055532_1	81.58
PN8RF_k141_939232_fragment_1	52.66
PN10RC_k141_1693037_1	68.03
PN10RC_k141_560546	60.77
PN10RD_k141_1013668_1	100
PN10RE_k141_629488_1	69.05
PN10RE_k141_987658	100
PN10RF_k141_755255_1	69.93
PN10RH_k141_1483874	60.68
PN10RH_k141_1585627_fragment_1	86.82
PN10RI_k141_344663	53.31
PN10RJ_k141_499202	77.7
PN10RL_k141_524560	59.23
PN10RN_k141_1710431_1	82.99
PN10RO_k141_1763211_1	100
PN10RO_k141_673391	50.92
PN11RF_k141_1552826	100
PN11RF_k141_1993181	77.74
PN11RJ_k141_517628	82.02
PN12RD_k141_932727	90.34
PN12RH_k141_545206	98.07
PN12RI_k141_1708854	96.88
PN13RA_k141_1311270_1	84.89
PN13RB_k141_1806067_1	88.97
PN13RB_k141_738926	60.78
PN13RC_k141_820639	100
PN13RE_k141_105139	53.69
PN13RG_k141_1581218	54.11
PN13RI_k141_1758542	62.5
PN13RI_k141_443344	99.36
PN13RN_k141_1982530	75.9
PN13RO_k141_1459749	100
PN13RO_k141_196449	99.56
PN13RP_k141_1741394	100
PN13RQ_k141_1159424_1	50.12
PN13RT_k141_464142	89.9
PN14RC_k141_128793	91.48
PN14RD_k141_454777	54.64
PN14RD_k141_879207	50.19
PN14RG_k141_1298588	88.73
PN14RH_k141_1908981	50.6
PN14RH_k141_642712_1	100
PN14RI_k141_1283434	50.8
PN14RI_k141_2041658	57.67
PN14RK_k141_1320275	58.96
PN14RM_k141_775510	100
PN14RP_k141_587249_1	62.06
PN14RR_k141_602733	89.29
PN15RA_k141_85556	100
PN15RB_k141_1003281_1	72.74
PN15RB_k141_1595992	72.75
PN15RB_k141_641555	60.58
PN15RF_k141_1367904	50.52
PN15RG_k141_27437	81.79
PN15RI_k141_293823_1	52.15
PN15RL_k141_1234755	100
PN15RL_k141_220670	52.63
PN15RO_k141_92434	71
PN15RP_k141_533195	100
PN16RE_k141_990000	100
PN16RH_k141_1657521	100
PN16RL_k141_161222	61.83
PN16RO_k141_1958268	93.28
PN16RS_k141_1095934	61.95
PN1CD_k141_1053822_1	81.15
PN1CD_k141_1099664	50.07
PN1CI_k141_608221	90.66
PN1CI_k141_70894	65.69
PN1CK_k141_272646	100
PN1DL_k141_96600	88.29
PN1GC_k141_168638	100
PN1GJ_k141_177725_1	79
PN1GJ_k141_318960	66.16
PN1JE_k141_407951	96.46
PN1LG_k141_335607	88.51
PN1LH_k141_909936	91.93
PN1LI_k141_382593_1	97.86
PN1RA_k141_1889668	58.01
PN1RA_k141_2848014	100
PN1RA_k141_4283027	94.95
PN1RA_k141_582298	100
PN1RC_k141_1557673	85.01
PN1RD_k141_2706055_1	68.64
PN1RE_k141_1755876	100
PN1RE_k141_1784503	77.14
PN1RE_k141_831200	90.33
PN1RG_k141_647134	81.43
PN1RH_k141_1161934	95.02
PN1RK_k141_1314311	70.88
PN1RK_k141_1958885	75.38
PN1RK_k141_3060371	100
PN1RK_k141_572601	63.28
PN1RK_k141_587088	85.71
PN1RK_k141_64337	96.21
PN1RL_k141_1336719	94.34
PN1RL_k141_2207877	96.18
PN1RL_k141_425715	56.22
PN1RL_k141_913947	68.83
PN2CE_k141_552863	100
PN2CF_k141_2332264	89.11
PN2CG_k141_739620	66.91
PN2DB_k141_114910	100
PN2LG_k141_1590589	51.4
PN2RA_k141_1736663_1	57.44
PN2RA_k141_2451779_1	100
PN2RA_k141_2638222	59.93
PN2RC_k141_1336508	100
PN2RC_k141_2018149	100
PN2RE_k141_1595983	100
PN2RF_k141_2359265	87.89
PN2RG_k141_1043560	95.36
PN2RG_k141_1904844	57.7
PN2RG_k141_564898	60.98
PN3CA_k141_1133869	100
PN3CB_k141_1416020_1	91.1
PN3CB_k141_154840	99.47
PN3CB_k141_2054717_1	90.47
PN3CB_k141_866380	100
PN3CD_k141_999328	100
PN3CE_k141_666864	74.77
PN3DG_k141_380507	65.4
PN3GA_k141_375530	63.48
PN3GH_k141_117639	93.27
PN3JF_k141_66291	74.58
PN3LC_k141_2124755	89.86
PN3LF_k141_1509612	88.06
PN3LF_k141_1635399	100
PN3LH_k141_1113952	100
PN3LH_k141_2308243	60.44
PN3RA_k141_896548	100
PN3RB_k141_1672047	55.62
PN3RE_k141_143391	83.6
PN3RF_k141_3046546	70.84
PN3RF_k141_629377	100
PN3RH_k141_2941320	100
PN4RA_k141_396492	56.36
PN4RD_k141_1147646	56.11
PN4RD_k141_358873	62.44
PN4RE_k141_1960852	100
PN4RG_k141_726215	52.22
PN5CB_k141_256558	100
PN5CC_k141_539792_1	100
PN5CE_k141_245754	87.72
PN5CE_k141_69051	97.54
PN5CF_k141_113078_1	83.6
PN5CF_k141_143158_1	81.65
PN5CG_k141_578879_1	100
PN5IB_k141_127480_1	78.8
PN5IB_k141_206583_1	55.4
PN5IE_k141_42716	59.56
PN5JH_k141_578059	77.41
PN5LA_k141_209472_1	50.93
PN5LA_k141_230261_1	87.95
PN5LA_k141_456005_1	100
PN5LB_k141_183229_1	86.64
PN5LB_k141_451818_1	97.93
PN5LC_k141_493955_1	92.7
PN5LC_k141_537137_1	63.71
PN5LC_k141_729467_1	94.45
PN5LD_k141_433251_1	70.41
PN5LE_k141_36017_1	80.28
PN5LE_k141_447078_1	72.2
PN5LF_k141_508609	73.9
PN5LF_k141_735075	100
PN5LG_k141_766208	100
PN5LH_k141_638244	87.22
PN5RA_k141_1150587	69.89
PN5RA_k141_269903	55.56
PN5RA_k141_507113_1	91.63
PN5RB_k141_411404	51.95
PN5RC_k141_158223	90.29
PN5RC_k141_397877_1	61.33
PN5RD_k141_137332_1	73.65
PN5RD_k141_694130	100
PN5RD_k141_829080	80.5
PN5RE_k141_1027479_1	68.37
PN5RE_k141_451993_1	86.34
PN5RE_k141_74313_1	55.96
PN5RH_k141_294842_1	80.43
PN6RA_k141_1546459	52.35
PN6RB_k141_1471884	74.23
PN6RB_k141_261731	100
PN6RC_k141_3067120	99.16
PN6RD_k141_880333	100
PN6RF_k141_1536372	100
PN6RF_k141_745359	100
PN6RK_k141_219621	52.86
PN6RM_k141_1240129	51.62
PN6RS_k141_1623231	100
PN7RC_k141_423568	86.84
PN7RE_k141_962005	100
PN7RF_k141_2080043	100
PN7RF_k141_323553	70.52
PN7RH_k141_1712139	68.33
PN7RI_k141_1040459	100
PN7RI_k141_1156737	62.69
PN7RK_k141_1072558	98.69
PN7RK_k141_1546651	55.13
PN7RK_k141_2020501	81
PN7RK_k141_2130107_1	92.21
PN7RK_k141_296411	57.21
PN7RK_k141_392632_1	77.14
PN7RK_k141_605293	100
PN7RL_k141_1436403	89.75
PN7RN_k141_1413917	75.13
PN7RN_k141_1639072_1	100
PN7RO_k141_1695219	100
PN7RR_k141_328853	100
PN7RR_k141_949834	100
PN7RT_k141_1220260	98.68
PN7RT_k141_777810	89.24
PN7RV_k141_1237585	56.72
PN7RV_k141_1317614	100
PN8RD_k141_748387	79.61
PN8RE_k141_1463268	52.27
PN8RE_k141_60166_1	92.68
PN8RG_k141_998350	67.99
PN8RH_k141_591539	59.21
PN8RH_k141_837053	51.87
PN8RJ_k141_223536	60.93
PN8RL_k141_114684_1	93.39
PN8RM_k141_966386	86
PN8RP_k141_1375540	100
PN8RP_k141_666612_1	56.95
PN8RQ_k141_1320087	100
PN8RQ_k141_582375	50.94
PN8RS_k141_1126991	56.87
PN9RH_k141_1100788	98.76
PN9RJ_k141_1835178	57.22
